du_an,price_VND,location,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing,created_date
,18.0,"Ngõ 39 nhà LK 01.7, Đường 18M, Phường Mộ Lao, Quận Hà Đông, Hà Nội",,59.0,305.08,3.0,4.0,Đã có sổ,Nhà phố liền kề,5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,2.4,"phụng châu, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",,33.0,72.73,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,5.2,"Tương chúc, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",,40.0,130.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.75,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",,20.0,187.5,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,15.0,"ĐỀN LỪ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",,41.0,365.85,,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,7.99,"Phố Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",,35.0,228.29,4.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,8.0,"233, Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",,30.0,266.67,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,7.15,"Đường Phú Minh, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",,45.0,158.89,,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,11.6,"Phố Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",,53.0,218.87,,6.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,9.0,"Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",,50.0,180.0,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,9.0,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,50.0,180.0,4.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,2.35,"Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",,10.0,235.0,2.0,2.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,8.0,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",,40.0,200.0,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,3.5,"đại thành, Xã Đại Thành, Huyện Quốc Oai, Hà Nội",,40.0,87.5,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.1,"Phố Trinh Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",,53.0,133.96,2.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",3.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,5.4,"L, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,31.0,174.19,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.75,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",,40.0,193.75,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.4,"L, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,31.0,174.19,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.75,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",,40.0,193.75,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,2.618,"LK3, Ninh Sơn, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",,31.0,84.45,2.0,3.0,Đã có sổ,Nhà phố liền kề,3.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,4.8,"Đường Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Hà Nội",,18.0,266.67,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,2.65,"đường hoa, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",,30.0,88.33,,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,14.8,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",,60.0,246.67,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,4.83,"Ngõ 1 Phố Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,31.0,155.81,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,13.95,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,30.0,465.0,3.0,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,5.45,"ĐA SĨ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",,38.0,143.42,,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,9.5,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,45.0,211.11,5.0,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,,2024-12-12 19:28:17.64746
,5.2,"BẮC CẦU, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,35.0,148.57,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.3,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",,30.0,143.33,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,3.5,"Phố An Thắng, Phường Biên Giang, Quận Hà Đông, Hà Nội",,30.0,116.67,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.0,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",,45.0,133.33,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,13.3,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",,45.0,295.56,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,1.55,"09, Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",,26.0,59.62,2.0,2.0,Đang chờ sổ,"Nhà ngõ, hẻm",2.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,3.6,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",,33.0,109.09,,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,9.15,"Phố Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",,40.0,228.75,5.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,5.85,"17, Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",,32.0,182.81,,3.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,17.3,"Đường Đền Lừ 2, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",,41.0,421.95,,2.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,17.3,"Đường Đền Lừ 2, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",,41.0,421.95,,2.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,4.55,"Phố Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",,14.0,325.0,1.0,1.0,Đã có sổ,"Nhà mặt phố, mặt tiền",1.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,38.6,"Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",,86.0,448.84,6.0,8.0,Đã có sổ,"Nhà mặt phố, mặt tiền",8.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,25.0,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,76.0,328.95,,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,8.5,"Phố Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",,66.0,128.79,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,17.45,"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,86.0,202.91,,5.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.2,"đại thành, Xã Đông La, Huyện Hoài Đức, Hà Nội",,40.0,80.0,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,3.7,"Hữu Hoà, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",,34.0,108.82,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,6.65,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,38.0,175.0,,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,6.5,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,35.0,185.71,,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,0.095,"427b, Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội",,75.0,1.27,5.0,6.0,Đang chờ sổ,Nhà phố liền kề,5.0,,2024-12-12 19:28:17.64746
,4.5,"Ngõ 197 đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",,30.0,150.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,5.1,"Phố Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",,35.0,145.71,,3.0,Đã có sổ,"Nhà mặt phố, mặt tiền",,,2024-12-12 19:28:17.64746
,3.5,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,18.0,194.44,2.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.5,"cầu Đại Thành, Xã Đại Thành, Huyện Quốc Oai, Hà Nội",,60.0,58.33,,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,2.7,"La tinh, Xã Đông La, Huyện Hoài Đức, Hà Nội",,33.0,81.82,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,3.0,"La tinh, Xã Đông La, Huyện Hoài Đức, Hà Nội",,31.0,96.77,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,4.0,"La tinh, Xã Đông La, Huyện Hoài Đức, Hà Nội",,38.0,105.26,4.0,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,2.9,"cầu Đại Thành, Xã Đại Thành, Huyện Quốc Oai, Hà Nội",,50.0,58.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,16.8,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,80.0,210.0,4.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,2.9,"cầu Đại Thành, Xã Đại Thành, Huyện Quốc Oai, Hà Nội",,50.0,58.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,16.8,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,80.0,210.0,4.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,0.73,"Yên kỳ, Xã Phú Sơn, Huyện Ba Vì, Hà Nội",,426.0,1.71,1.0,4.0,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,12.0,"Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",,58.0,206.9,,8.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,5.96,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",,38.0,156.84,2.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",2.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,2.3,"LIÊN XÃ, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",,38.0,60.53,,3.0,Đã có sổ,Nhà phố liền kề,3.0,,2024-12-12 19:28:17.64746
,11.555,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",,94.0,122.93,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.3,"Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,20.0,215.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,7.8,"Cầu Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,41.0,190.24,4.0,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,,2024-12-12 19:28:17.64746
,7.95,"Phố Nguyễn Thời Trung, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,38.0,209.21,2.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,11.0,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",,60.0,183.33,,4.0,Đã có sổ,Nhà phố liền kề,,,2024-12-12 19:28:17.64746
,2.3,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",,110.0,20.91,,2.0,Giấy tờ viết tay,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.85,"Phố Gia Quất, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",,45.0,107.78,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,7.15,"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,40.0,178.75,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
,7.5,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",,47.0,159.57,,2.0,Đã có sổ,"Nhà mặt phố, mặt tiền",2.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,4.2,"Tựu Liệt, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",,42.0,100.0,5.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
,12.0,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",,58.0,206.9,,8.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,8.5,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,40.0,212.5,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,5.2,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,40.0,130.0,,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,17.0,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",,43.0,395.35,5.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,4.2,"Tựu Liệt, Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",,42.0,100.0,5.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
,12.0,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",,58.0,206.9,,8.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,8.5,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,40.0,212.5,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,5.2,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,40.0,130.0,,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,17.0,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",,43.0,395.35,5.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,12.5,"Phố Nguyễn Thời Trung, Phường Thạch Bàn, Quận Long Biên, Hà Nội",,50.0,250.0,4.0,4.0,Đã có sổ,"Nhà mặt phố, mặt tiền",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,8.31,"Phố Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",,38.0,218.68,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,2024-12-12 19:28:17.64746
,3.1,"Bình Minh, Xã Bình Minh, Huyện Thanh Oai, Hà Nội",,45.0,68.89,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.12,"Đường Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội",,32.0,97.5,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,45.0,"Phố Lê Hồng Phong, Phường Điện Biên, Quận Ba Đình, Hà Nội",,45.0,1000.0,5.0,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,5.5,"10, Đường Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",,45.0,122.22,,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.26,"Đai Thành, Xã Đại Thành, Huyện Quốc Oai, Hà Nội",,50.0,65.2,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,,2024-12-12 19:28:17.64746
,5.5,"Ngõ 276 Phố Trung Kiên, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",,40.0,137.5,5.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,9.48,"Cầu Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",,50.0,189.6,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,4.5,"Tổ 2 Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",,30.1,149.5,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,8.5,"Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,40.0,212.5,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,6.2,"Số nhà 37 ngách 100, Ngõ Văn Hương, Phường Hàng Bột, Quận Đống Đa, Hà Nội",,30.1,205.98,4.0,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.75,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",,23.0,250.0,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,3.5,"Chợ Z117, Đông Xuân, Sóc Sơn, Xã Đông Xuân, Huyện Sóc Sơn, Hà Nội",,58.0,60.34,4.0,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,3.95,"Phố Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",,32.0,123.44,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,3.5,"Chợ Z117, Đông Xuân, Sóc Sơn, Xã Đông Xuân, Huyện Sóc Sơn, Hà Nội",,58.0,60.34,4.0,6.0,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,3.95,"Phố Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",,32.0,123.44,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,,2024-12-12 19:28:17.64746
,3.5,"Đường Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",,32.0,109.38,3.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",3.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,8.0,"168 , Phố Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",,40.0,200.0,4.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",4.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,8.5,"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",,40.0,212.5,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,10.0,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",,58.0,172.41,6.0,10.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,5.15,"Đường Tây Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",,35.0,147.14,4.0,6.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.7,"La Tinh 3 , Xã Đông La, Huyện Hoài Đức, Hà Nội",,30.0,123.33,3.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,8.3,"Kim Chung, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",,45.0,184.44,6.0,8.0,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.9,"Ngõ 118 Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",,40.0,172.5,5.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,3.35,"Thôn Hoàng Long, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",,47.0,71.28,,3.0,Đã có sổ,"Nhà ngõ, hẻm",,Hoàn thiện cơ bản,2024-12-12 19:28:17.64746
,23.04,"Đường Đào Xuyên, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",,180.0,128.0,,5.0,Đã có sổ,"Nhà mặt phố, mặt tiền",2.0,,2024-12-12 19:28:17.64746
,9.5,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",,40.0,237.5,,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,,2024-12-12 19:28:17.64746
,17.5,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",,45.0,388.89,5.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,6.2,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,43.0,144.19,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,11.8,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",,60.0,196.67,5.0,4.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,Nội thất cao cấp,2024-12-12 19:28:17.64746
,7.25,"Phố Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",,51.0,142.16,1.0,2.0,Đã có sổ,"Nhà ngõ, hẻm",2.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,4.5,"Đường Đê tả Sông Hồng, Xã Hải Bối, Huyện Đông Anh, Hà Nội",,46.0,97.83,,4.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.3,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",,36.0,175.0,,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.0,"Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,49.0,122.45,,6.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,6.3,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",,36.0,175.0,,5.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.0,"Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,49.0,122.45,,6.0,Đã có sổ,"Nhà ngõ, hẻm",,,2024-12-12 19:28:17.64746
,4.8,"Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",,25.0,192.0,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,5.7,"Phố Đình Quán, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",,33.0,172.73,4.0,3.0,Đã có sổ,"Nhà ngõ, hẻm",5.0,Nội thất đầy đủ,2024-12-12 19:28:17.64746
,6.5,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",,36.0,180.56,,4.0,Đã có sổ,"Nhà ngõ, hẻm",6.0,,2024-12-12 19:28:17.64746
